Date,Course,Venue,Attendees
27/09/2016,Power BI Introduction,Surrey House,3
16/05/2016,Excel Dashboards,Hampton,3
11/01/2016,Power Query & Power Pivot,Surrey House,5
25/01/2016,Excel Level 3,Surrey House,5
27/12/2016,Excel Level 1,Surrey House,5
16/07/2016,Excel PivotTables,Warwick Street,7
08/03/2016,Excel Level 2,Surrey House,3
22/11/2016,Excel VBA,Dover Court,3
03/09/2016,Excel Level 3,Hampton,3
17/11/2016,Excel VBA,Surrey House,3
20/04/2016,Excel Level 2,Warwick Street,3
25/06/2016,Excel PivotTables,Surrey House,3
19/02/2016,Excel Level 2,Dover Court,3
25/05/2016,Excel Dashboards,Surrey House,3
11/05/2016,Excel Level 2,Dover Court,3
06/12/2016,Excel Level 2,Warwick Street,3
01/08/2016,Excel VBA,Surrey House,3
06/07/2016,Power Query,Dover Court,5
15/01/2016,Excel Level 1,Hampton,5
06/12/2016,Excel PivotTables,Warwick Street,5
13/12/2016,Excel Formulas and Functions,Hampton,2
28/11/2016,Excel PivotTables,Hampton,7
17/09/2016,Power BI Introduction,Dover Court,3
21/12/2016,Excel Level 1,Warwick Street,7
26/04/2016,Excel Level 1,Hampton,10
18/06/2016,Excel Level 1,Surrey House,1
23/11/2016,Excel Level 1,Warwick Street,5
27/11/2016,Excel Level 2,Warwick Street,3
05/12/2016,Excel Level 1,Dover Court,5
22/10/2016,Excel PivotTables,Warwick Street,3
17/12/2016,Excel PivotTables,Dover Court,5
07/12/2016,Excel Level 2,Surrey House,7
28/08/2016,Excel Level 2,Hampton,10
13/12/2016,Excel Dashboards,Warwick Street,5
30/08/2016,Power BI Introduction,Warwick Street,3
08/12/2016,Power Query,Hampton,3
23/12/2016,Excel Level 1,Dover Court,3
13/07/2016,Excel Dashboards,Dover Court,5
24/12/2016,Excel Level 1,Warwick Street,5
15/12/2016,Excel Level 3,Dover Court,3
06/05/2016,Excel Level 1,Surrey House,7
05/04/2016,Power Query & Power Pivot,Surrey House,7
03/12/2016,Excel Level 1,Warwick Street,7
21/07/2016,Excel Level 1,Warwick Street,3
18/12/2016,Excel VBA,Dover Court,5
07/12/2016,Excel Dashboards,Surrey House,3
23/10/2016,Excel Level 1,Hampton,8
20/07/2016,Excel Level 1,Dover Court,3
08/02/2016,Excel Level 2,Surrey House,3
18/11/2016,Excel PivotTables,Surrey House,5
10/03/2016,Power BI Introduction,Dover Court,3
26/02/2016,Excel Best Practise & Tips,Dover Court,5
21/12/2016,Excel Dashboards,Surrey House,3
26/11/2016,Excel Level 1,Surrey House,3
25/11/2016,Excel Level 2,Surrey House,7
22/12/2016,Excel VBA,Surrey House,3
03/10/2016,Excel VBA,Surrey House,3
30/05/2016,Excel Dashboards,Surrey House,3
18/02/2016,Excel Dashboards,Dover Court,10
16/01/2016,Power BI Introduction,Dover Court,5
06/08/2016,Excel Level 2,Dover Court,5
17/12/2016,Excel VBA,Surrey House,3
23/11/2016,Excel PivotTables,Hampton,3
09/11/2016,Excel Dashboards,Hampton,3
05/07/2016,Excel Dashboards,Dover Court,5
13/12/2016,Excel Level 1,Warwick Street,3
21/08/2016,Mastering DAX,Surrey House,3
15/05/2016,Power BI Introduction,Surrey House,10
28/11/2016,Excel Dashboards,Warwick Street,5
15/05/2016,Excel Level 1,Dover Court,3
22/12/2016,Excel Level 1,Hampton,3
22/05/2016,Excel PivotTables,Warwick Street,2
15/11/2016,Excel Dashboards,Surrey House,9
02/04/2016,Excel Dashboards,Surrey House,3
24/05/2016,Excel Level 1,Surrey House,3
12/07/2016,Power BI Introduction,Surrey House,3
21/12/2016,Power BI Introduction,Surrey House,8
08/02/2016,Power Query & Power Pivot,Dover Court,3
01/10/2016,Excel Best Practise & Tips,Warwick Street,3
30/09/2016,Excel Dashboards,Dover Court,2
21/12/2016,Power Query & Power Pivot,Hampton,3
26/03/2016,Excel Level 3,Dover Court,5
09/12/2016,Excel PivotTables,Warwick Street,2
24/12/2016,Excel Level 3,Dover Court,5
18/12/2016,Excel Level 2,Warwick Street,5
24/12/2016,Excel Dashboards,Dover Court,3
28/05/2016,Excel Formulas and Functions,Hampton,3
05/03/2016,Excel Formulas and Functions,Dover Court,3
17/12/2016,Excel PivotTables,Surrey House,7
12/12/2016,Excel Level 1,Dover Court,7
26/01/2016,Power Query & Power Pivot,Dover Court,3
07/12/2016,Power Query & Power Pivot,Dover Court,5
08/12/2016,Excel Level 1,Surrey House,3
01/12/2016,Excel VBA,Warwick Street,5
20/04/2016,Excel Level 2,Dover Court,7
26/08/2016,Excel Level 1,Warwick Street,5
24/11/2016,Excel Level 1,Warwick Street,3
31/01/2016,Excel PivotTables,Dover Court,7
19/06/2016,Excel Level 1,Warwick Street,3
14/03/2016,Excel Level 1,Surrey House,5
20/02/2016,Mastering DAX,Surrey House,3
13/09/2016,Power BI Introduction,Warwick Street,5
09/01/2016,Power BI Introduction,Surrey House,5
07/02/2016,Excel Level 3,Warwick Street,5
09/08/2016,Power BI Introduction,Hampton,3
29/03/2016,Excel Formulas and Functions,Dover Court,3
11/06/2016,Excel Level 1,Warwick Street,7
04/08/2016,Excel Level 2,Hampton,3
12/12/2016,Excel Level 1,Dover Court,2
14/06/2016,Excel Level 1,Dover Court,3
05/04/2016,Excel Level 1,Hampton,7
24/11/2016,Excel VBA,Hampton,1
12/03/2016,Excel VBA,Dover Court,3
03/06/2016,Excel Level 1,Dover Court,1
22/11/2016,Excel PivotTables,Hampton,5
24/08/2016,Excel PivotTables,Warwick Street,7
19/12/2016,Excel Level 1,Hampton,5
02/12/2016,Excel PivotTables,Surrey House,3
08/10/2016,Excel Level 1,Surrey House,3
27/08/2016,Excel Level 1,Surrey House,1
10/12/2016,Excel PivotTables,Warwick Street,3
05/04/2016,Power BI Introduction,Warwick Street,2
10/01/2016,Excel Level 1,Hampton,3
05/08/2016,Power Query & Power Pivot,Warwick Street,3
10/12/2016,Mastering DAX,Surrey House,3
31/10/2016,Excel VBA,Surrey House,5
28/06/2016,Excel Level 3,Hampton,10
25/12/2016,Excel Level 1,Surrey House,5
08/12/2016,Excel VBA,Surrey House,5
14/12/2016,Power BI Introduction,Hampton,3
25/10/2016,Excel VBA,Surrey House,5
01/11/2016,Mastering DAX,Hampton,3
26/12/2016,Excel Level 1,Surrey House,3
20/01/2016,Excel Level 3,Surrey House,7
07/10/2016,Excel Level 1,Surrey House,5
03/12/2016,Excel VBA,Warwick Street,2
05/03/2016,Excel Best Practise & Tips,Dover Court,2
13/04/2016,Excel Level 1,Warwick Street,5
04/12/2016,Excel Best Practise & Tips,Surrey House,3
09/04/2016,Power BI Introduction,Hampton,5
07/07/2016,Excel PivotTables,Dover Court,3
05/12/2016,Mastering DAX,Surrey House,3
06/09/2016,Excel Level 1,Dover Court,3
25/02/2016,Excel Level 1,Dover Court,3
30/04/2016,Excel Level 3,Surrey House,3
27/10/2016,Power BI Introduction,Warwick Street,7
31/01/2016,Excel PivotTables,Hampton,2
02/06/2016,Excel Level 1,Surrey House,5
19/01/2016,Power BI Introduction,Warwick Street,7
23/09/2016,Excel Level 1,Surrey House,5
02/01/2016,Excel Level 1,Dover Court,3
18/02/2016,Power BI Introduction,Dover Court,3
11/01/2016,Excel Level 1,Hampton,5
13/04/2016,Excel Dashboards,Warwick Street,5
28/11/2016,Power Query & Power Pivot,Warwick Street,7
21/07/2016,Power BI Introduction,Dover Court,2
30/03/2016,Excel VBA,Dover Court,3
06/03/2016,Excel Level 1,Dover Court,10
22/11/2016,Excel Level 1,Surrey House,5
07/07/2016,Excel VBA,Surrey House,1
06/06/2016,Power BI Introduction,Dover Court,3
25/11/2016,Mastering DAX,Surrey House,5
25/12/2016,Excel Level 1,Surrey House,8
08/08/2016,Excel Level 1,Dover Court,3
06/12/2016,Excel Best Practise & Tips,Hampton,3
29/10/2016,Excel Level 1,Dover Court,3
23/12/2016,Power BI Introduction,Surrey House,3
03/05/2016,Excel Level 2,Surrey House,2
05/12/2016,Excel PivotTables,Surrey House,3
16/08/2016,Excel Level 1,Hampton,10
26/11/2016,Excel Dashboards,Surrey House,7
28/11/2016,Excel Level 1,Warwick Street,3
31/12/2016,Power BI Introduction,Surrey House,7
22/11/2016,Excel Level 2,Dover Court,3
25/12/2016,Excel VBA,Surrey House,2
02/12/2016,Excel Level 1,Warwick Street,3
17/04/2016,Excel Level 1,Dover Court,3
04/07/2016,Excel Level 1,Warwick Street,5
25/12/2016,Excel PivotTables,Warwick Street,3
24/11/2016,Excel PivotTables,Surrey House,2
24/12/2016,Excel Level 1,Warwick Street,5
13/10/2016,Excel Dashboards,Hampton,3
29/09/2016,Power Query & Power Pivot,Dover Court,3
07/11/2016,Excel Level 3,Warwick Street,3
05/01/2016,Excel Dashboards,Warwick Street,5
29/09/2016,Excel VBA,Hampton,3
11/08/2016,Excel PivotTables,Surrey House,5
26/11/2016,Power Query & Power Pivot,Dover Court,7
30/08/2016,Power BI Introduction,Warwick Street,7
28/11/2016,Excel Level 1,Surrey House,3
12/02/2016,Power Query & Power Pivot,Hampton,10
11/06/2016,Excel Level 1,Hampton,7
27/06/2016,Excel PivotTables,Warwick Street,3
15/12/2016,Excel Level 1,Hampton,10
01/12/2016,Excel PivotTables,Dover Court,7
14/09/2016,Excel Level 1,Warwick Street,3
14/12/2016,Excel Dashboards,Dover Court,3
05/01/2016,Excel Best Practise & Tips,Warwick Street,5
26/07/2016,Excel Level 1,Surrey House,3
06/02/2016,Mastering DAX,Hampton,9
07/11/2016,Excel Level 1,Dover Court,5
14/12/2016,Excel VBA,Warwick Street,3
12/10/2016,Excel Level 1,Warwick Street,5
18/08/2016,Excel VBA,Warwick Street,3
11/09/2016,Excel VBA,Hampton,3
27/02/2016,Excel Level 1,Surrey House,7
24/12/2016,Excel PivotTables,Surrey House,3
18/03/2016,Excel Level 2,Warwick Street,10
25/12/2016,Excel Level 1,Dover Court,2
06/01/2016,Excel Level 1,Surrey House,3
10/10/2016,Excel Best Practise & Tips,Hampton,6
20/12/2016,Excel PivotTables,Surrey House,5
17/12/2016,Power BI Introduction,Warwick Street,3
07/12/2016,Excel Level 1,Surrey House,3
22/07/2016,Excel Level 1,Dover Court,4
24/12/2016,Excel Level 1,Surrey House,5
31/12/2016,Excel Level 1,Surrey House,5
24/11/2016,Excel Best Practise & Tips,Surrey House,9
23/03/2016,Power BI Introduction,Warwick Street,5
10/07/2016,Excel PivotTables,Dover Court,5
25/06/2016,Excel Dashboards,Surrey House,3
25/05/2016,Excel Level 2,Hampton,3
14/12/2016,Excel Level 3,Warwick Street,3
23/12/2016,Excel Level 2,Dover Court,7
21/10/2016,Excel Level 1,Warwick Street,3
24/12/2016,Excel VBA,Warwick Street,3
27/05/2016,Mastering DAX,Dover Court,5
05/04/2016,Power BI Introduction,Surrey House,2
23/02/2016,Excel Level 1,Warwick Street,5
17/08/2016,Excel Level 1,Dover Court,3
19/10/2016,Excel VBA,Hampton,3
04/01/2016,Excel VBA,Dover Court,7
18/06/2016,Excel PivotTables,Warwick Street,3
19/08/2016,Mastering DAX,Warwick Street,5
07/12/2016,Power Query,Surrey House,3
14/12/2016,Excel PivotTables,Warwick Street,7
11/09/2016,Power Query,Warwick Street,3
19/02/2016,Excel Best Practise & Tips,Surrey House,1
22/06/2016,Power BI Introduction,Hampton,3
03/04/2016,Excel VBA,Warwick Street,5
25/12/2016,Excel VBA,Surrey House,2
05/12/2016,Excel Level 2,Hampton,5
14/07/2016,Excel Level 2,Warwick Street,3
09/02/2016,Excel Level 2,Surrey House,3
19/05/2016,Excel VBA,Warwick Street,7
30/11/2016,Power Query,Surrey House,5
28/11/2016,Excel PivotTables,Surrey House,3
16/12/2016,Excel PivotTables,Surrey House,5
14/09/2016,Excel Level 2,Warwick Street,3
